Model,Dataset,Latent Dim,Learning Rate,Epoch,Validation Loss,Train Loss
ColorizationModel,Capsule,64,0.05,40,"[0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758]","[0.16532193071075849, 0.17111500991242273, 0.17111239901610784, 0.17115765384265355, 0.17101977978433883, 0.17095029673406056, 0.17105147242546082, 0.17100593447685242, 0.17110016409839904, 0.1710239052772522, 0.17102000223738806, 0.17103195083992823, 0.1710022943360465, 0.17112155258655548, 0.17109892730201995, 0.17107116218124116, 0.17107825194086348, 0.17103765266282217, 0.17105455483709062, 0.17107704281806946, 0.17118728373731887, 0.17122272082737514, 0.17112093418836594, 0.1710106230207852, 0.1710780667407172, 0.171025849878788, 0.1710765180843217, 0.17116518318653107, 0.17118408105203084, 0.17107399020876204, 0.17108827722924097, 0.17104500638587133, 0.17100678171430314, 0.17101339995861053, 0.17118139671427862, 0.1710331461259297, 0.17102854592459543, 0.17104622295924596, 0.17101294973066875, 0.171065554022789]"
ColorizationModel,Capsule,128,0.05,40,"[0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758]","[0.16563103614108904, 0.17104691479887282, 0.17109120317867824, 0.1710457748600415, 0.1710130891629628, 0.1711134793502944, 0.17104550025292806, 0.17102829366922379, 0.17108545345919474, 0.17114827249731338, 0.1710937534059797, 0.17111756120409286, 0.17103750258684158, 0.17109387048653193, 0.1710910371371678, 0.17096834097589766, 0.17095718745674407, 0.17107285452740534, 0.17108090221881866, 0.17115518237863267, 0.1710257881454059, 0.1710635306579726, 0.17104007516588485, 0.17113921365567616, 0.1712131021278245, 0.17115051299333572, 0.17104051687887736, 0.17118741039718902, 0.17101279539721354, 0.17102470568248204, 0.17106938574995315, 0.17105200993163244, 0.17108081919806345, 0.1710651655282293, 0.17105650156736374, 0.17115022667816707, 0.17110362755400793, 0.17109325102397374, 0.17112061913524354, 0.1711795319403921]"
ColorizationModel,Capsule,256,0.05,40,"[0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758]","[0.16576549889785902, 0.1711038574576378, 0.17109505725758417, 0.1710157511489732, 0.17108749385390962, 0.17109416531664984, 0.17103281084980285, 0.1710096225142479, 0.17107594545398438, 0.17107411793300084, 0.17112753753151214, 0.1711000172155244, 0.17111112922430038, 0.1710949135678155, 0.17108577170542308, 0.17110735923051834, 0.17113446018525533, 0.17116593888827733, 0.17109740844794682, 0.17111612749951227, 0.17104828996317728, 0.17107645315783365, 0.17106528686625616, 0.17099700016634806, 0.1710179682288851, 0.17106432893446513, 0.1709712509598051, 0.1711395595754896, 0.1710023752280644, 0.1711351594754628, 0.1710590964981488, 0.1710988740835871, 0.17114920062678202, 0.1710916789514678, 0.17108212411403656, 0.17099054051297052, 0.1710696050098964, 0.17101531475782394, 0.1711571855204446, 0.17106389360768454]"
ColorizationModel,Capsule,512,0.05,40,"[0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758]","[0.1649785941200597, 0.17110660885061538, 0.17095721619469778, 0.1710604035428592, 0.1711027824452945, 0.17112918836729868, 0.17121624095099314, 0.17110838847500937, 0.17112931396280015, 0.17112701279776438, 0.1711650543979236, 0.17113689333200455, 0.17100993330989564, 0.17108144185372762, 0.17113580980471202, 0.17113856758390153, 0.1710959736789976, 0.17107108128922327, 0.1710837973015649, 0.17118185545716966, 0.17111775811229432, 0.17113480823380606, 0.17109764899526322, 0.1712551468185016, 0.17110807129314967, 0.17114824801683426, 0.17109624296426773, 0.1711558529308864, 0.17110256212098257, 0.17131344548293523, 0.17108207302434103, 0.1711203700729779, 0.1710422539285251, 0.17111148898090636, 0.17116495966911316, 0.1711994515998023, 0.17110371163913182, 0.17116241369928634, 0.17109713277646474, 0.1710215626018388]"
ColorizationModel,Capsule,64,0.01,40,"[0.05426599085330963, 0.03165160492062569, 0.00719646061770618, 0.004204937489703298, 0.0023134100483730435, 0.0018600616022013128, 0.0012557802838273346, 0.0014248609077185392, 0.0008924157009460032, 0.000826647417852655, 0.00088053586659953, 0.0008374369645025581, 0.0006464953476097435, 0.0006254234758671373, 0.0005892729968763888, 0.0007578988443128765, 0.0007029102125670761, 0.0011273098061792552, 0.0006259460642468184, 0.0006854883395135403, 0.0005072982603451237, 0.0005532098730327561, 0.0005329180276021361, 0.000494041116326116, 0.0004660100530600175, 0.0004988442669855431, 0.00046805305464658886, 0.0005514456279342994, 0.0004420212790137157, 0.00044975889613851905, 0.00044003280345350504, 0.0007777279533911496, 0.0004502793017309159, 0.0004774953849846497, 0.0005141022120369598, 0.0004295137187000364, 0.00041683041490614414, 0.00043607366387732327, 0.0004110473964828998, 0.0004330346127972007]","[0.10749604446547371, 0.04454359492020948, 0.020564447955361435, 0.004376171988302043, 0.0030972236168703864, 0.002017511487273233, 0.0014959856468651975, 0.0012703444850298443, 0.001040301106903436, 0.001138856992058988, 0.0009353831701446325, 0.0010807295329868793, 0.0007209231594710477, 0.0006726814026478678, 0.0006405700883728319, 0.0006393079383997247, 0.000598558655058566, 0.0006240140189350184, 0.0006864081432078299, 0.0005805581001498337, 0.0005735055996670521, 0.000594473206937047, 0.0005511995550477877, 0.0005097653255298999, 0.0004702949871508671, 0.000503402018304249, 0.00045857179377760204, 0.0004449229475410123, 0.0004548806755337864, 0.0004735961327761678, 0.00044145450686171116, 0.0005596495528672156, 0.0004507130381950576, 0.0004253225155740178, 0.0004521142712162275, 0.00043229793248298975, 0.00041775509972857047, 0.0004190652439969459, 0.00045388405227900615, 0.0003905438705779878]"
ColorizationModel,Capsule,128,0.01,40,"[0.03738120384514332, 0.0272274324670434, 0.007088500773534179, 0.003395005827769637, 0.0021963572362437844, 0.0016582513926550746, 0.0012463144375942647, 0.0010268485930282623, 0.0008660491148475558, 0.000813131220638752, 0.0007624686986673623, 0.0006540940084960312, 0.0008202926255762577, 0.0007983887917362154, 0.0005838653596583754, 0.000523561640875414, 0.0005247826338745654, 0.0006202984950505197, 0.0004943990061292425, 0.0004720038268715143, 0.0011544528533704579, 0.0006042592285666615, 0.0004756427224492654, 0.0006435258837882429, 0.00040995702147483826, 0.00040722894482314587, 0.00038763291377108544, 0.00043004771578125656, 0.00040822675509843975, 0.0003772883064812049, 0.0003722629335243255, 0.00038179806142579764, 0.0003623645461630076, 0.0003557010932127014, 0.00035111067700199783, 0.00036702508805319667, 0.00037465340574271977, 0.0003489225928205997, 0.00036778581852559, 0.00034045925713144243]","[0.1100779612149511, 0.03971240709402731, 0.018740708972992643, 0.005261749844066799, 0.002851817008507039, 0.001965689888623144, 0.0015535915736109018, 0.0013771261520949857, 0.0009813221362752042, 0.0008420175165935818, 0.0007711485128051468, 0.0007196899179169643, 0.0006136105844884046, 0.0006638931143762809, 0.0006407516193576157, 0.0008630406311047929, 0.0007166401691003037, 0.0005470117030199617, 0.0005662820185534656, 0.0005129802926343732, 0.000639604901412635, 0.0005537048792965445, 0.000498245023274129, 0.0006351414277950036, 0.0004618971912090534, 0.00042690820035724234, 0.00039010995949086336, 0.00038327906804624945, 0.0003777207582191165, 0.0003692129456404863, 0.00036097119196451137, 0.00035485986986064484, 0.0003484172941950549, 0.00035079069909573136, 0.00034455519718384106, 0.00034606655702061417, 0.00034622918298867134, 0.0003502045063734321, 0.0003389947586193947, 0.0003444721202998023]"
ColorizationModel,Capsule,256,0.01,40,"[0.04243110865354538, 0.01834102999418974, 0.0038332705153152347, 0.0023499643430113792, 0.0017186113982461393, 0.0012379412073642015, 0.0013861777842976153, 0.0008692406408954412, 0.0009823870495893061, 0.0007767623756080866, 0.0006894915422890335, 0.000560181011678651, 0.0006115890282671899, 0.0005688589008059353, 0.0006838961271569133, 0.001462426851503551, 0.0005873047921340913, 0.0005156733095645905, 0.000445654324721545, 0.00042578876309562474, 0.00040870987868402153, 0.0004264411545591429, 0.00040794836240820587, 0.0003963979543186724, 0.0003964883944718167, 0.00037344900192692876, 0.0004291856603231281, 0.00037711630284320563, 0.0003764178982237354, 0.0003371391212567687, 0.00033525950857438147, 0.000343784355209209, 0.0003147831739624962, 0.000360807403922081, 0.00036380432720761746, 0.00031235249480232596, 0.0003158269537379965, 0.00033334610634483397, 0.0003045988705707714, 0.0003072143445024267]","[0.10429325965898377, 0.03448683023452759, 0.008077969375465597, 0.0031051119357081397, 0.0020262765382150455, 0.0015293580114043184, 0.0012857618442337429, 0.0013734507208157862, 0.0011119752265845559, 0.0008371643489226699, 0.0006904816670742418, 0.0006836674043110438, 0.0006730605839818184, 0.0007248555443116597, 0.0006512235766941947, 0.0006144396424393303, 0.0007088262957820136, 0.0005120008822164632, 0.0004648135384611253, 0.000439150381550592, 0.0004460214300447011, 0.00043006495356426707, 0.0004095227361956079, 0.0003922518974702273, 0.0003840361293571602, 0.0003667181445052847, 0.0003706873914260151, 0.00036682147349763127, 0.00035640024413753835, 0.0003445536338923765, 0.0003388646665760981, 0.00032820753403939307, 0.0003173312912362495, 0.0003174162432385076, 0.00031435990448309373, 0.00035129313930935623, 0.00034625451371539384, 0.0003113622494441058, 0.00030754378946897177, 0.0003014076709015561]"
ColorizationModel,Capsule,512,0.01,40,"[0.0641026571393013, 0.041437460109591484, 0.00899485219269991, 0.003351972554810345, 0.0021175271831452847, 0.0014011598541401327, 0.0010530870640650392, 0.0011930925538763404, 0.0007209513569250703, 0.000879250728758052, 0.0006109760433901101, 0.0005954251682851464, 0.0006986841326579452, 0.0009382078715134412, 0.0007248135516420007, 0.0006362897693179548, 0.0004921565559925511, 0.0004740734148072079, 0.00047304859617725015, 0.00044623218127526343, 0.00041786019573919475, 0.00043488638766575605, 0.00038783374475315213, 0.00041924111428670585, 0.00038603792199864984, 0.000383650854928419, 0.0003708385193021968, 0.00046322395792230964, 0.0004614730423782021, 0.0003571544657461345, 0.0003404456510907039, 0.000345247084624134, 0.0003273653710493818, 0.00034722278360277414, 0.00033170802635140717, 0.00032086971623357385, 0.00036739156348630786, 0.0003126820956822485, 0.0003065111377509311, 0.00030544215405825526]","[0.12363632874829429, 0.05472150232110705, 0.025415461310850724, 0.005555640939357025, 0.002737893390336207, 0.0018465499992349318, 0.001265021406912378, 0.0013105806678400508, 0.0010028867109213024, 0.0007784340414218605, 0.0008338135833452855, 0.0009205936346136566, 0.0007213340515071261, 0.000644662045358148, 0.000713835794678224, 0.000583728523841793, 0.0005395531334215775, 0.0004915237160665649, 0.00047097201292802183, 0.0004522649874810928, 0.0004243862287174644, 0.0004157019845609154, 0.0004335903753859124, 0.00041004249110950956, 0.0003919122017188264, 0.00038723816604553055, 0.0004145576905492427, 0.0003765656500555841, 0.0004263544688001275, 0.0003697415834592123, 0.0003411640438051628, 0.00034919922057140084, 0.0003380993273042675, 0.00032136879079709094, 0.00033439788759486485, 0.00032361425110138953, 0.0003244548528787813, 0.00035639445247527746, 0.0003001961927761191, 0.00031334639892780354]"
ColorizationModel,Hazelnut,64,0.0001,40,"[0.04522586241364479, 0.027015223478277523, 0.010001802816987038, 0.006711415325601895, 0.004657883507510026, 0.0024710196691254773, 0.0014892513475691278, 0.001245800716181596, 0.001147707497390608, 0.001085732636662821, 0.0009838523304400344, 0.0010726367666696508, 0.0008953442253793279, 0.0009430830444519719, 0.0008132934841948251, 0.0008447341388091445, 0.0008415311652546128, 0.0007559153988646964, 0.0006722961940492193, 0.0006678342275942365, 0.0007322307598466674, 0.0006961867523690065, 0.000658414540036271, 0.0007304267880196372, 0.000660759920720011, 0.0006624953045199314, 0.0006092471691469351, 0.0006642669904977083, 0.0006111619877628982, 0.0005809988166826466, 0.0006663101376034319, 0.0006300386157818139, 0.0005790822518368562, 0.0005896038686235746, 0.0005844232703869542, 0.0005614152760244906, 0.0005925633983376125, 0.000602306662282596, 0.0007283415567750732, 0.00058772973716259]","[0.09303067982196808, 0.03900710679590702, 0.021633982248604296, 0.009502142630517484, 0.0063841468840837474, 0.0041813446208834645, 0.002178829773329198, 0.0014964889595285057, 0.0012680437741801143, 0.0011507095932029188, 0.0010764421219937503, 0.0010126722021959723, 0.0009706279635429382, 0.0009379444993101061, 0.0009094237256795168, 0.0008757450035773217, 0.0008421599073335528, 0.0008235396118834615, 0.0008005994325503707, 0.0007908459356985987, 0.0007666720449924469, 0.0007475364627316594, 0.0007290911604650318, 0.0007179678906686604, 0.0007101549510844052, 0.0006919777556322515, 0.000687321056611836, 0.0006774538429453969, 0.0006777664925903082, 0.000663052115123719, 0.0006590673513710499, 0.0006531551433727145, 0.0006497881188988686, 0.0006328465999104083, 0.000620771509129554, 0.0006235947110690177, 0.0006183385499753058, 0.0006238990044221282, 0.0006168266502209008, 0.0006240500323474407]"
ColorizationModel,Hazelnut,128,0.0001,40,"[0.05612534781297048, 0.029460129638512928, 0.009140644843379656, 0.005745015572756529, 0.00344412075355649, 0.0018383779485399525, 0.001441241552432378, 0.0012480995695417125, 0.0010977274117370446, 0.0009847909483748178, 0.0009680467192083597, 0.0008901313995011151, 0.001008788278947274, 0.0008821402637598416, 0.0008557914406992495, 0.0007535641004020969, 0.0007741567096672952, 0.0007139661659797033, 0.0007368051446974277, 0.0006779050648522874, 0.0007613290023679534, 0.00072123787443464, 0.000697221354736636, 0.0006596743866490821, 0.000650056404992938, 0.0007349907148939868, 0.0007163941239317259, 0.00062501773936674, 0.0005870453896932304, 0.0005657524064493676, 0.0005670926572444538, 0.0005907965824007988, 0.0005679550425459942, 0.0005860680636639396, 0.0005570329764547447, 0.0005688813980668783, 0.0005625979780840377, 0.0005427623788515726, 0.0006116428024445971, 0.0005612143237764636]","[0.10820741713047027, 0.04423188984394073, 0.022823580987751484, 0.008416348714381456, 0.0052886093128472565, 0.0028767105005681514, 0.0018139242520555853, 0.0014605935476720332, 0.001291221925057471, 0.0011453099618665874, 0.0010613461979664862, 0.0009954768628813327, 0.0009458426083438098, 0.0009216955676674842, 0.0008673511003144085, 0.0008541201683692634, 0.0008270786702632904, 0.0008135566720739007, 0.0007956495345570147, 0.0007635872042737901, 0.0007476172107271851, 0.0007335619535297156, 0.0007226169132627546, 0.0007102371379733085, 0.0007032826822251082, 0.0006880274368450045, 0.0006822909135371447, 0.0006821682141162455, 0.00066400135634467, 0.0006495589367114008, 0.0006462306575849652, 0.0006367503153160214, 0.0006402891362085938, 0.0006181956082582474, 0.0006104480288922786, 0.0006072919094003737, 0.0006045629945583642, 0.0006019385508261621, 0.0006085487559903413, 0.0005953910294920206]"
ColorizationModel,Hazelnut,256,0.0001,40,"[0.044303650657335915, 0.0242332573980093, 0.007683005960037311, 0.004309531611700852, 0.0020259578401843705, 0.0012681447357560198, 0.0011619292587662737, 0.0011016660525153081, 0.0009818126951965194, 0.0009878179795729618, 0.0008129437337629497, 0.0008651207317598164, 0.0007834821202171346, 0.0007369764886486033, 0.0007672667464551827, 0.0007349012109140555, 0.000726238222947965, 0.0006385723633381227, 0.0006380763564569255, 0.0006191158511986335, 0.0005967098792704443, 0.0006149437394924462, 0.0006487064141159257, 0.0005939120310358703, 0.0006041375648540755, 0.0005548036036392053, 0.0005766236378500859, 0.0005631935782730579, 0.0005926938999133805, 0.00057878257939592, 0.0005530659691430628, 0.0005316667763205866, 0.0006201228243298829, 0.0005585276133691272, 0.0005574719204256932, 0.0005761120313157638, 0.000531819862468789, 0.0005379315310468277, 0.0005534298252314329, 0.0005411742604337633]","[0.08433395072817802, 0.03869555845856667, 0.014221610426902771, 0.006374851074069738, 0.003697277382016182, 0.0018243168946355582, 0.0013393309526145457, 0.0011782925040461122, 0.0010654565854929389, 0.0010049288440495728, 0.000939394838642329, 0.0008979206928052008, 0.0008506837976165115, 0.0008257620153017342, 0.0007888904144056141, 0.0007599636586382985, 0.0007383433426730334, 0.0007317288173362612, 0.0007078407914377749, 0.0006942151370458305, 0.0006763293500989675, 0.0006695002806372941, 0.0006560855661518871, 0.0006531186099164188, 0.000641889872495085, 0.0006420090864412486, 0.000625565703958273, 0.0006201088009402156, 0.0006149929924868047, 0.0006227010721340776, 0.0005986425653100014, 0.0005900618294253945, 0.0005936176492832601, 0.0005912160139996558, 0.0005863676057197153, 0.0005829437146894634, 0.0005762036354281008, 0.0005744192190468311, 0.0005721936735790223, 0.0005705047049559652]"
ColorizationModel,Hazelnut,512,0.0001,40,"[0.04745575661460558, 0.0225281057258447, 0.007637330020467441, 0.004894814919680357, 0.003195433644577861, 0.0016401864510650437, 0.0013797333231195807, 0.0011482133607690532, 0.0009713299805298448, 0.0009103674868432184, 0.0008301756849202017, 0.0008901746671957275, 0.0007655944597596923, 0.0008401365096991261, 0.0007422438162999848, 0.0007346686713087062, 0.0006988928071223199, 0.0006834067947541674, 0.00075991713674739, 0.0006764707698797187, 0.0006530464937289556, 0.0006344330225450298, 0.0006099410044650236, 0.0006607148291853567, 0.0005571852476956943, 0.0005905954167246819, 0.0005888065788894892, 0.0006237815832719207, 0.0005299080318460861, 0.0005587829121698936, 0.0006705036115211745, 0.000538346105410407, 0.0005298168204414347, 0.0005185332459708055, 0.0005350366118364036, 0.0005189415921146671, 0.0005340288820055624, 0.0005265098686019579, 0.00048582035621317726, 0.0005317304749041796]","[0.08754779919981956, 0.036879556626081465, 0.013476749490946531, 0.006706316024065018, 0.004748154720291495, 0.002657537953928113, 0.0016360363177955152, 0.001314902058802545, 0.0011605393909849228, 0.0010577778215520085, 0.0009842072846367954, 0.00092836749041453, 0.0008771254261955619, 0.0008495170390233397, 0.0008307292289100588, 0.0007940187840722501, 0.0007696887175552547, 0.000747615466825664, 0.0007400274975225329, 0.0007098412211053074, 0.0006903042132034898, 0.0007160971127450467, 0.0006786083662882448, 0.0006657904619351029, 0.0006514947791583836, 0.0006490790995303541, 0.0006326079834252596, 0.0006261066463775932, 0.0006326409126631915, 0.0006132758618332446, 0.0006141997268423439, 0.0006128916039597243, 0.0005852654110640287, 0.0005974529008381069, 0.0005914845608640463, 0.0005821969406679272, 0.0006046041427180171, 0.000562148914905265, 0.0005579257884528488, 0.0005557330127339811]"
ColorizationModel,Hazelnut,64,0.001,40,"[0.037439651787281036, 0.007201066551109155, 0.003878621617332101, 0.0018329939727361004, 0.0009075613149131337, 0.0007345139553459982, 0.0006991442642174661, 0.000606328792249163, 0.0006322622648440301, 0.0005969955042625467, 0.0004939230566378683, 0.0005514486886871358, 0.0004962991224601865, 0.0004911970269555846, 0.0005100661461862425, 0.0005109200719743967, 0.0004794313475334396, 0.0005327106337063015, 0.0004467792556776355, 0.0004938479493527362, 0.0004408575672035416, 0.0004301991236085693, 0.00042042826923231286, 0.00043421507386180264, 0.0004103925797001769, 0.00041170790791511536, 0.00038810964906588197, 0.0003806553528799365, 0.00045482949159728986, 0.00040202313296807307, 0.00046813342487439513, 0.00038815625399972004, 0.0003864025929942727, 0.00038112727149079245, 0.0003876435124160101, 0.0003546274092514068, 0.00036836239936140675, 0.00037873741045283776, 0.00037306544254533947, 0.00035678816493600607]","[0.057523083984851835, 0.01367617441341281, 0.005596762634813786, 0.003398149311542511, 0.0013913795235566794, 0.0009218135313130916, 0.0008064629696309567, 0.0007224633893929422, 0.0006816454464569688, 0.0006422441056929529, 0.0006177010294049979, 0.0005978641984984279, 0.0005957383522763849, 0.0005887044779956341, 0.0005517454515211284, 0.0005866487883031368, 0.0005350242310669274, 0.0005319814127869904, 0.0005051159753929824, 0.0005091356532648206, 0.000542065812041983, 0.0005050464975647628, 0.00048711024806834756, 0.00047663212404586375, 0.00048151414608582854, 0.0004964487301185727, 0.0005061183625366539, 0.00045039268443360927, 0.0004536109755281359, 0.0004527796781621873, 0.0004936962190549821, 0.0004625578224658966, 0.00043035655282437803, 0.000416735332692042, 0.00041908186860382555, 0.0004193363874219358, 0.000415174966910854, 0.0004091338044963777, 0.0004089265433140099, 0.0004061564500443637]"
ColorizationModel,Hazelnut,128,0.001,40,"[0.057151325047016144, 0.02553714873890082, 0.006085464575638373, 0.0026699266551683345, 0.0010200449808811147, 0.0008250153429495791, 0.0007988799867841104, 0.0007311833905987442, 0.0007348828366957605, 0.0006798109388910234, 0.0007837533679169913, 0.0005597562218705813, 0.0006006155357075235, 0.0005672527671170732, 0.0005855751417887708, 0.0005507061335568627, 0.0006043321724670628, 0.0005210801318753511, 0.0005858049068289498, 0.0005023206661765774, 0.0004933109254731486, 0.0005035385159620395, 0.0004898524978974214, 0.0004802242716929565, 0.000508272098765398, 0.0005741294589824975, 0.0005262124080521365, 0.0004684939922299236, 0.00043496307140837115, 0.000454547320259735, 0.00043360218599749106, 0.0004825937212444842, 0.00042771515048419434, 0.0005463663449821373, 0.0003997252691381921, 0.00045769170780355733, 0.00044532893419576186, 0.0004081508086528629, 0.00039065172313712537, 0.00037763338574829203]","[0.0589900167286396, 0.05116634458303451, 0.013704293742775916, 0.005388657217845321, 0.001788102015852928, 0.0010850435052998364, 0.0009057024470530451, 0.0008086309395730495, 0.0007577445940114558, 0.0007299403566867113, 0.0007317254785448313, 0.0006727756536565721, 0.0006444211187772453, 0.0006298634340055287, 0.0006224131397902966, 0.0005904183979146182, 0.0005813315557315946, 0.0005741740437224508, 0.0005804886668920517, 0.0005676248064264655, 0.0005745024653151631, 0.0005359087267424911, 0.0005386084143538028, 0.0005352809908799827, 0.0005136955948546528, 0.0005367054091766477, 0.0005280756368301808, 0.0005441556626465171, 0.0005041787680238485, 0.0004978927527554333, 0.0005047365603968501, 0.00048373039811849594, 0.0004777459730394185, 0.00047818543040193615, 0.000465153967961669, 0.00047106338548474013, 0.0004587319027632475, 0.0004732620669528842, 0.0004541611485183239, 0.0004726881452370435]"
ColorizationModel,Hazelnut,256,0.001,40,"[0.03273305296897888, 0.006423313170671463, 0.0023810440519203744, 0.0011578418780118227, 0.001043179848541816, 0.0009929566488911707, 0.000683349925869455, 0.0008173685055226088, 0.0006546658696606755, 0.0005750033305957913, 0.0005974222246247033, 0.0005328388069756329, 0.0005742628903438648, 0.0005881865508854389, 0.0004836865506755809, 0.0004919549101032317, 0.0005351114086806774, 0.00045142411060320836, 0.0004905227688141167, 0.00044564999795208376, 0.00042971774625281495, 0.0005344384117051959, 0.0005289813658843437, 0.0004192421135182182, 0.0004938445151007423, 0.0004562548516939084, 0.00042098875079924863, 0.0004138277048089852, 0.0004933994205202907, 0.0004904603799028943, 0.0004468373760270576, 0.00042988168812977773, 0.000375086364025871, 0.0004377531392189364, 0.00035776155224690836, 0.00040718141826801, 0.00034896454114156467, 0.0003940653308139493, 0.0003643632129145165, 0.00037606652282799285]","[0.053197237774729726, 0.013301887158304453, 0.005175135033205151, 0.0018763051740825177, 0.0012531086709350347, 0.0010092529794201255, 0.0008647120813839137, 0.0007789718173444271, 0.0007250483380630612, 0.0006804118119180202, 0.0006577121606096626, 0.0006150239775888622, 0.0006520128878764808, 0.0006008184223901481, 0.0005891656584572047, 0.0005787216254975647, 0.0005633822898380458, 0.0005489501031115652, 0.0005879907961934805, 0.0005265473772305996, 0.0005169664102140814, 0.000534098104108125, 0.000529594385297969, 0.0005187344877049327, 0.0004969596024602652, 0.0005001397151499987, 0.0004933852632530033, 0.00047105121426284315, 0.0005052960861939937, 0.0004569742816966027, 0.00047595575219020245, 0.0004634330375120044, 0.00043293896247632803, 0.00041994562838226557, 0.0004166303074453026, 0.0004130439076106995, 0.00040786389843560755, 0.0004147905495483428, 0.000408130205469206, 0.0004026928497478366]"
